Name,Email,Location,Role,Skills,Summary,Experience,Education,Projects
Cassandra Mckenzie,riggskrystal@example.net,"Kathrynmouth, SC",DevOps Engineer,"Docker, Kubernetes, CI/CD, Terraform, AWS, Linux, JavaScript, Appium","Cassandra Mckenzie is an experienced DevOps Engineer with skills in Docker, Kubernetes, CI/CD, Terraform, AWS, Linux, JavaScript, Appium. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Smith Group (2014-2018): Worked on projects involving AWS, Linux, Terraform. | DevOps Engineer at Watkins, Davis and Brock (2013-2015): Worked on projects involving JavaScript, Docker, Kubernetes. | DevOps Engineer at Crawford Ltd (2016-2019): Worked on projects involving Terraform, Appium, CI/CD.","M.Tech from Kent Group University, Class of 2017","Project 1: Developed using Appium, JavaScript, Terraform | Project 2: Developed using Terraform, Linux, JavaScript"
Rick Lee,danielamanda@example.org,"Douglasland, MO",DevOps Engineer,"Docker, Kubernetes, Jenkins, Terraform, Linux","Rick Lee is an experienced DevOps Engineer with skills in Docker, Kubernetes, Jenkins, Terraform, Linux. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Henry and Sons (2020-2023): Worked on projects involving Docker, Linux, Terraform. | DevOps Engineer at Wright PLC (2011-2016): Worked on projects involving Kubernetes, Docker, Linux. | DevOps Engineer at Potter Group (2019-2022): Worked on projects involving Kubernetes, Terraform, Linux.","M.Sc from Gonzales PLC University, Class of 2020","Project 1: Developed using Kubernetes, Docker, Terraform"
James Curry,ataylor@example.net,"Lake Lori, MH",DevOps Engineer,"Docker, Kubernetes, Jenkins, Terraform, AWS, JUnit, SAP ABAP","James Curry is an experienced DevOps Engineer with skills in Docker, Kubernetes, Jenkins, Terraform, AWS, JUnit, SAP ABAP. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Caldwell, Sanchez and Perez (2014-2016): Worked on projects involving JUnit, SAP ABAP, Kubernetes. | DevOps Engineer at Kerr, Lee and Love (2013-2017): Worked on projects involving Kubernetes, JUnit, AWS.","B.Sc from Gonzalez PLC University, Class of 2012","Project 1: Developed using Docker, SAP ABAP, Kubernetes | Project 2: Developed using Jenkins, AWS, Kubernetes"
Cody Coleman,amanda98@example.com,"Lake Kylie, HI",DevOps Engineer,"Kubernetes, Jenkins, CI/CD, Terraform, AWS, Smart Contracts, Bootstrap","Cody Coleman is an experienced DevOps Engineer with skills in Kubernetes, Jenkins, CI/CD, Terraform, AWS, Smart Contracts, Bootstrap. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Hartman Ltd (2015-2016): Worked on projects involving Terraform, Smart Contracts, Kubernetes. | DevOps Engineer at Graves, Stafford and Ruiz (2017-2018): Worked on projects involving CI/CD, Kubernetes, AWS. | DevOps Engineer at Andersen, Franklin and Yang (2019-2023): Worked on projects involving Jenkins, Bootstrap, Smart Contracts.","M.Sc from Valdez, Walters and Morton University, Class of 2022","Project 1: Developed using Smart Contracts, CI/CD, Jenkins | Project 2: Developed using Terraform, CI/CD, Bootstrap"
Parker Harris,steven99@example.com,"Sarahton, AK",DevOps Engineer,"Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux, Web3.js, Informatica","Parker Harris is an experienced DevOps Engineer with skills in Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux, Web3.js, Informatica. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Daniels PLC (2020-2025): Worked on projects involving Docker, Jenkins, Informatica. | DevOps Engineer at Jefferson Group (2015-2020): Worked on projects involving Linux, Docker, Kubernetes. | DevOps Engineer at Rodgers LLC (2015-2016): Worked on projects involving Jenkins, Informatica, Docker.","B.Sc from Pennington-Jones University, Class of 2015","Project 1: Developed using Terraform, Linux, Web3.js | Project 2: Developed using Kubernetes, CI/CD, Informatica"
Rachel Taylor,bensonbryan@example.org,"North John, VA",DevOps Engineer,"Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","Rachel Taylor is an experienced DevOps Engineer with skills in Docker, Kubernetes, CI/CD, Terraform, AWS, Linux. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Guerra, Gonzalez and Oliver (2019-2024): Worked on projects involving Kubernetes, Docker, Linux.","M.Tech from Kelly PLC University, Class of 2022","Project 1: Developed using Docker, Linux, Kubernetes"
Brandy Castro,nelsonkyle@example.org,"Port Evelynfurt, VA",DevOps Engineer,"Docker, Kubernetes, Jenkins, Terraform, AWS, Linux","Brandy Castro is an experienced DevOps Engineer with skills in Docker, Kubernetes, Jenkins, Terraform, AWS, Linux. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Cameron and Sons (2011-2016): Worked on projects involving AWS, Jenkins, Kubernetes. | DevOps Engineer at Austin-Salazar (2018-2021): Worked on projects involving Kubernetes, Jenkins, Linux. | DevOps Engineer at Rodriguez Inc (2010-2011): Worked on projects involving Docker, Jenkins, Kubernetes.","MBA from Garrett Inc University, Class of 2016","Project 1: Developed using Jenkins, Kubernetes, Docker"
Paul Turner,lindseygutierrez@example.com,"West Ann, DC",DevOps Engineer,"Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux, Penetration Testing","Paul Turner is an experienced DevOps Engineer with skills in Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux, Penetration Testing. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Serrano, Garza and Burke (2010-2014): Worked on projects involving CI/CD, Terraform, AWS. | DevOps Engineer at Brown-Hernandez (2013-2016): Worked on projects involving Kubernetes, AWS, Terraform. | DevOps Engineer at Murphy, Jenkins and Moore (2016-2020): Worked on projects involving Jenkins, Docker, Penetration Testing.","M.Sc from Merritt, Carr and George University, Class of 2009","Project 1: Developed using Kubernetes, Linux, Terraform"
Ashlee Cooper,buckdaniel@example.com,"Hickschester, ID",DevOps Engineer,"Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux, Bug Tracking","Ashlee Cooper is an experienced DevOps Engineer with skills in Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux, Bug Tracking. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Smith Ltd (2020-2025): Worked on projects involving AWS, CI/CD, Bug Tracking.","M.Tech from Klein and Sons University, Class of 2010","Project 1: Developed using Terraform, Kubernetes, Bug Tracking | Project 2: Developed using Kubernetes, Linux, AWS"
Maria Fleming,lindseychavez@example.com,"Lisafort, NM",DevOps Engineer,"Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux","Maria Fleming is an experienced DevOps Engineer with skills in Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Smith Group (2020-2024): Worked on projects involving Jenkins, Docker, Terraform. | DevOps Engineer at Le-Powers (2019-2023): Worked on projects involving Docker, Terraform, AWS. | DevOps Engineer at Coleman, Harrington and Higgins (2017-2022): Worked on projects involving Jenkins, CI/CD, Kubernetes.","MBA from Cross and Sons University, Class of 2008","Project 1: Developed using Docker, Terraform, Linux | Project 2: Developed using Linux, Kubernetes, CI/CD"
Roy Boyle,oscarhale@example.org,"Kingmouth, AS",DevOps Engineer,"Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux, Data Migration","Roy Boyle is an experienced DevOps Engineer with skills in Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS, Linux, Data Migration. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Mcgee-Santos (2020-2022): Worked on projects involving CI/CD, Docker, Linux. | DevOps Engineer at Williams-Watson (2011-2013): Worked on projects involving Docker, Linux, Kubernetes.","B.Sc from Elliott and Sons University, Class of 2021","Project 1: Developed using Data Migration, AWS, Docker | Project 2: Developed using CI/CD, Jenkins, Kubernetes"
Laura Armstrong,rebeccakirby@example.com,"Lake Willie, UT",DevOps Engineer,"Docker, Kubernetes, Terraform, AWS, Linux, R","Laura Armstrong is an experienced DevOps Engineer with skills in Docker, Kubernetes, Terraform, AWS, Linux, R. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Moore and Sons (2010-2015): Worked on projects involving Terraform, Docker, R.","MBA from Jackson, Powell and Martin University, Class of 2014","Project 1: Developed using Terraform, R, Docker | Project 2: Developed using Linux, R, Terraform"
Jessica Valenzuela,jenniferfarrell@example.net,"Port Lisaburgh, NJ",DevOps Engineer,"Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS","Jessica Valenzuela is an experienced DevOps Engineer with skills in Docker, Kubernetes, Jenkins, CI/CD, Terraform, AWS. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Maldonado PLC (2010-2012): Worked on projects involving Kubernetes, Jenkins, AWS. | DevOps Engineer at Beck PLC (2020-2024): Worked on projects involving Kubernetes, Jenkins, CI/CD. | DevOps Engineer at Keith Ltd (2010-2015): Worked on projects involving Terraform, Docker, Jenkins.","M.Tech from Miller-Ayala University, Class of 2009","Project 1: Developed using AWS, Jenkins, Terraform"
Shane Newton,millerchristopher@example.org,"Wrightberg, CT",DevOps Engineer,"Docker, CI/CD, Terraform, AWS, Linux","Shane Newton is an experienced DevOps Engineer with skills in Docker, CI/CD, Terraform, AWS, Linux. Adept at delivering quality work in fast-paced environments.","DevOps Engineer at Taylor Inc (2010-2014): Worked on projects involving Terraform, AWS, CI/CD. | DevOps Engineer at Christian LLC (2012-2013): Worked on projects involving Docker, AWS, Linux. | DevOps Engineer at Thompson-Stevens (2011-2016): Worked on projects involving Linux, Docker, Terraform.","MBA from Hobbs-Cannon University, Class of 2017","Project 1: Developed using CI/CD, Linux, Docker"
Sandra Steele,shannonclark@example.net,"Port Thomas, NC",Python Developer,"Python, Django, Flask, Pandas, NumPy, REST APIs, Git, REST APIs, SQL","Sandra Steele is an experienced Python Developer with skills in Python, Django, Flask, Pandas, NumPy, REST APIs, Git, REST APIs, SQL. Adept at delivering quality work in fast-paced environments.","Python Developer at James LLC (2015-2019): Worked on projects involving REST APIs, Flask, NumPy. | Python Developer at Robertson, Potter and Stanley (2012-2017): Worked on projects involving REST APIs, REST APIs, Python.","M.Sc from Sandoval-Mitchell University, Class of 2013","Project 1: Developed using SQL, Git, Flask | Project 2: Developed using Git, NumPy, SQL"
Michelle Howard,bsanders@example.org,"North Stephenhaven, GU",Python Developer,"Python, Flask, Pandas, NumPy, REST APIs, Truffle","Michelle Howard is an experienced Python Developer with skills in Python, Flask, Pandas, NumPy, REST APIs, Truffle. Adept at delivering quality work in fast-paced environments.","Python Developer at Morales Inc (2012-2016): Worked on projects involving NumPy, Truffle, Flask. | Python Developer at Roberts-Carlson (2017-2022): Worked on projects involving REST APIs, NumPy, Truffle. | Python Developer at Monroe-Garcia (2019-2024): Worked on projects involving REST APIs, Python, Flask.","M.Sc from Fowler, Lee and Ross University, Class of 2019","Project 1: Developed using Python, Truffle, NumPy"
Nicole Berry,joseherrera@example.com,"Sheaton, WI",Python Developer,"Python, Django, Flask, Pandas, REST APIs, Git, Informatica","Nicole Berry is an experienced Python Developer with skills in Python, Django, Flask, Pandas, REST APIs, Git, Informatica. Adept at delivering quality work in fast-paced environments.","Python Developer at Fernandez PLC (2016-2019): Worked on projects involving Git, Informatica, REST APIs. | Python Developer at Hess, Miller and Ferrell (2013-2014): Worked on projects involving Informatica, Flask, Django. | Python Developer at Cain Inc (2012-2016): Worked on projects involving Django, Informatica, Flask.","B.Sc from Price Group University, Class of 2015","Project 1: Developed using Informatica, Python, REST APIs"
Evan Martinez,watsonmichael@example.com,"Port Katrinaborough, MP",Python Developer,"Python, Django, Pandas, NumPy, REST APIs, Git","Evan Martinez is an experienced Python Developer with skills in Python, Django, Pandas, NumPy, REST APIs, Git. Adept at delivering quality work in fast-paced environments.","Python Developer at Johnson Inc (2011-2016): Worked on projects involving REST APIs, Git, Django. | Python Developer at Jacobs, Baxter and Brown (2016-2019): Worked on projects involving Git, Pandas, Django. | Python Developer at Nelson, Rivera and Haynes (2015-2020): Worked on projects involving Git, NumPy, Django.","B.Tech from Meadows, Sutton and Martinez University, Class of 2014","Project 1: Developed using Django, Python, Pandas | Project 2: Developed using Pandas, Python, Git"
Nathan Mccarty,abigailblair@example.com,"East Erictown, NY",Python Developer,"Python, Django, Flask, NumPy, REST APIs, Git","Nathan Mccarty is an experienced Python Developer with skills in Python, Django, Flask, NumPy, REST APIs, Git. Adept at delivering quality work in fast-paced environments.","Python Developer at Smith-Davis (2016-2017): Worked on projects involving Django, Git, NumPy. | Python Developer at Sullivan-Murray (2012-2014): Worked on projects involving Flask, NumPy, REST APIs. | Python Developer at Hall-Williams (2019-2021): Worked on projects involving Django, REST APIs, NumPy.","B.Sc from Cole PLC University, Class of 2014","Project 1: Developed using REST APIs, Git, Flask"
Frank Atkins,zwilliams@example.net,"Lake Ginahaven, NM",Python Developer,"Python, Django, Flask, Pandas, NumPy, REST APIs, Git","Frank Atkins is an experienced Python Developer with skills in Python, Django, Flask, Pandas, NumPy, REST APIs, Git. Adept at delivering quality work in fast-paced environments.","Python Developer at Ochoa-Potts (2010-2014): Worked on projects involving Pandas, REST APIs, Django.","M.Tech from Harrison, Fisher and Reed University, Class of 2013","Project 1: Developed using Python, Pandas, Django | Project 2: Developed using REST APIs, Pandas, NumPy"
Dennis Blankenship,gwatkins@example.com,"Lake Melanie, AK",Python Developer,"Python, Django, Flask, Pandas, NumPy, REST APIs, Selenium, AWS","Dennis Blankenship is an experienced Python Developer with skills in Python, Django, Flask, Pandas, NumPy, REST APIs, Selenium, AWS. Adept at delivering quality work in fast-paced environments.","Python Developer at Lewis-Oconnell (2013-2018): Worked on projects involving Pandas, NumPy, REST APIs. | Python Developer at Lee and Sons (2020-2021): Worked on projects involving AWS, Django, REST APIs. | Python Developer at Garner and Sons (2013-2016): Worked on projects involving Django, Flask, Pandas.","M.Sc from Moreno, Baker and Blair University, Class of 2008","Project 1: Developed using NumPy, Django, Pandas | Project 2: Developed using REST APIs, NumPy, Pandas"
